Profession,Language,Translated Job Description,Translated Resume
Registered Nurses,hi,"दवा देने से लेकर महत्वपूर्ण संकेतों की निगरानी तक, सीधे रोगी की देखभाल करें। रोगी देखभाल योजनाओं को विकसित करने और लागू करने के लिए डॉक्टरों और अन्य स्वास्थ्य देखभाल पेशेवरों के साथ सहयोग करें। रोगियों और उनके परिवारों को स्वास्थ्य स्थितियों, निवारक देखभाल और उपचार के बाद के स्वास्थ्य के बारे में शिक्षित करें। विनियमों का पालन करते हुए मरीजों की बातचीत का दस्तावेजीकरण करें और मेडिकल रिकॉर्ड अपडेट करें।","ब्रायन ली: हेल्थफर्स्ट हॉस्पिटल में क्रिटिकल केयर यूनिट में 8 साल के साथ रजिस्टर्ड नर्स। उच्च जोखिम वाले रोगियों के लिए रोगी की देखभाल का निरीक्षण किया, जटिलताओं को 20% तक कम किया। सर्वोत्तम देखभाल पद्धतियों में 30 से अधिक नर्सों को प्रशिक्षित किया। 2022 में 'नर्स ऑफ़ द ईयर' पुरस्कार से सम्मानित।"
Registered Nurses,hu,"Biztosítson közvetlen betegellátást, a gyógyszerek beadásától az életjelek figyelemmel kíséréséig. Együttműködjön az orvosokkal és más egészségügyi szakemberekkel a betegellátási tervek kidolgozásában és végrehajtásában. Oktatja a betegeket és családjukat az egészségi állapotokról, a megelőző ellátásról és a kezelés utáni wellnessről. Dokumentálja a betegek interakcióit és frissítse az orvosi nyilvántartásokat az előírásoknak megfelelően.","Brian Lee: Regisztrált nővér, 8 éve a HealthFirst Kórház kritikus ellátási osztályán. Felügyelte a magas kockázatú betegek betegellátását, 20% -kal csökkentve a szövődményeket. Több mint 30 ápolót képzett a legjobb ápolási gyakorlatok terén. Az „Év ápolója” díj címzettje 2022-ben."
Registered Nurses,id,"Memberikan perawatan pasien langsung, mulai dari pemberian obat hingga pemantauan tanda-tanda vital. Berkolaborasi dengan dokter dan profesional kesehatan lainnya untuk mengembangkan dan menerapkan rencana perawatan pasien. Mendidik pasien dan keluarga mereka tentang kondisi kesehatan, perawatan pencegahan, dan kesehatan pasca perawatan. Dokumentasikan interaksi pasien dan perbarui catatan medis sesuai dengan peraturan.","Brian Lee: Perawat Terdaftar dengan 8 tahun di Unit Perawatan Kritis di Rumah Sakit HealthFirst. Mengawasi perawatan pasien untuk pasien berisiko tinggi, mengurangi komplikasi hingga 20%. Melatih lebih dari 30 perawat dalam praktik perawatan terbaik. Penerima penghargaan 'Nurse of the Year' pada tahun 2022."
Registered Nurses,it,"Fornire assistenza diretta al paziente, dalla somministrazione di farmaci al monitoraggio dei segni vitali. Collabora con medici e altri operatori sanitari per sviluppare e implementare piani di assistenza ai pazienti. Istruisci i pazienti e le loro famiglie sulle condizioni di salute, sull'assistenza preventiva e sul benessere post-trattamento. Documenta le interazioni con i pazienti e aggiorna le cartelle cliniche in conformità alle normative.","Brian Lee: infermiere registrato con 8 anni nell'unità di terapia intensiva presso l'HealthFirst Hospital. Ha supervisionato l'assistenza ai pazienti ad alto rischio, riducendo le complicanze del 20%. Ha formato oltre 30 infermieri nelle migliori pratiche di assistenza. Destinatario del premio «Infermiera dell'anno» nel 2022."
Registered Nurses,ja,投薬からバイタルサインのモニタリングまで、患者を直接ケアします。医師や他の医療専門家と協力して、患者ケアプランを策定し実施する。患者とその家族に、健康状態、予防医療、治療後の健康状態について教育する。患者とのやりとりを記録し、規制に従って医療記録を更新する。,ブライアン・リー：ヘルスファースト病院の救命救急室で8年間勤務した登録看護師。高リスク患者の治療を監督し、合併症を 20% 軽減しました。30 人以上の看護師にベスト・ケア・プラクティスの研修を行いました。2022年に「ナースオブザイヤー」賞を受賞しました。
Registered Nurses,kn,"ಔಷಧಿಗಳನ್ನು ನಿರ್ವಹಿಸುವುದರಿಂದ ಹಿಡಿದು ಪ್ರಮುಖ ಚಿಹ್ನೆಗಳನ್ನು ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡುವವರೆಗೆ ನೇರ ರೋಗಿಯ ಆರೈಕೆಯನ್ನು ಒದಗಿಸಿ. ರೋಗಿಯ ಆರೈಕೆ ಯೋಜನೆಗಳನ್ನು ಅಭಿವೃದ್ಧಿಪಡಿಸಲು ಮತ್ತು ಕಾರ್ಯಗತಗೊಳಿಸಲು ವೈದ್ಯರು ಮತ್ತು ಇತರ ಆರೋಗ್ಯ ವೃತ್ತಿಪರರೊಂದಿಗೆ ಸಹಕರಿಸಿ. ರೋಗಿಗಳಿಗೆ ಮತ್ತು ಅವರ ಕುಟುಂಬಗಳಿಗೆ ಆರೋಗ್ಯ ಪರಿಸ್ಥಿತಿಗಳು, ತಡೆಗಟ್ಟುವ ಆರೈಕೆ ಮತ್ತು ಚಿಕಿತ್ಸೆಯ ನಂತರದ ಕ್ಷೇಮದ ಬಗ್ಗೆ ಶಿಕ್ಷಣ ನೀಡಿ. ರೋಗಿಯ ಪರಸ್ಪರ ಕ್ರಿಯೆಗಳನ್ನು ದಾಖಲಿಸಿ ಮತ್ತು ನಿಯಮಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ವೈದ್ಯಕೀಯ ದಾಖಲೆಗಳನ್ನು ನವೀಕರಿಸಿ.","ಬ್ರಿಯಾನ್ ಲೀ: ಹೆಲ್ತ್ಫಸ್ಟ್ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಕ್ರಿಟಿಕಲ್ ಕೇರ್ ಯುನಿಟ್ನಲ್ಲಿ 8 ವರ್ಷ ಹೊಂದಿರುವ ನೋಂದಾಯಿತ ನರ್ಸ್. ಹೆಚ್ಚಿನ ಅಪಾಯದ ರೋಗಿಗಳಿಗೆ ರೋಗಿಯ ಆರೈಕೆಯನ್ನು ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡಿದರು, ತೊಡಕುಗಳನ್ನು 20% ರಷ್ಟು ಕಡಿಮೆ ಮಾಡಿದರು. ಅತ್ಯುತ್ತಮ ಆರೈಕೆ ಅಭ್ಯಾಸಗಳಲ್ಲಿ 30 ಕ್ಕೂ ಹೆಚ್ಚು ದಾದಿಯರಿಗೆ ತರಬೇತಿ ನೀಡಿದರು. 2022 ರಲ್ಲಿ 'ನರ್ಸ್ ಆಫ್ ದಿ ಇಯರ್' ಪ್ರಶಸ್ತಿ ಸ್ವೀಕರಿಸಿದವರು."
Registered Nurses,ko,"약물 투여부터 생체 신호 모니터링에 이르기까지 환자를 직접 치료합니다.의사 및 기타 의료 전문가와 협력하여 환자 치료 계획을 개발하고 구현하십시오.환자와 그 가족에게 건강 상태, 예방 치료 및 치료 후 건강에 대해 교육하십시오.규정을 준수하여 환자 상호 작용을 문서화하고 의료 기록을 업데이트하십시오.",브라이언 리: 헬스제일병원 중환자실에서 8년간 근무한 공인 간호사.고위험 환자의 환자 치료를 감독하여 합병증을 20% 줄였습니다.30명 이상의 간호사에게 베스트 케어 프랙티스를 교육했습니다.2022년 '올해의 간호사' 상 수상.
Registered Nurses,lv,"Nodrošiniet tiešu pacientu aprūpi, sākot no zāļu ievadīšanas līdz dzīvībai svarīgo pazīmju uzraudzībai. Sadarbojieties ar ārstiem un citiem veselības aprūpes speciālistiem, lai izstrādātu un īstenotu pacientu aprūpes plānus. Izglītojiet pacientus un viņu ģimenes par veselības apstākļiem, profilaktisko aprūpi un labsajūtu pēc ārstēšanas. Dokumentējiet pacientu mijiedarbību un atjauniniet medicīnisko dokumentāciju, ievērojot noteikumus.","Braiens Lī: Reģistrēta medmāsa ar 8 gadiem HealthFirst slimnīcas kritiskās aprūpes nodaļā. Pārraudzīja pacientu aprūpi augsta riska pacientiem, samazinot komplikācijas par 20%. Apmācīti vairāk nekā 30 medmāsas par labāko aprūpes praksi. Balvas “Gada medmāsa” saņēmēja 2022. gadā."
Registered Nurses,lt,"Teikti tiesioginę pacientų priežiūrą, nuo vaistų skyrimo iki gyvybinių požymių stebėjimo. Bendradarbiauti su gydytojais ir kitais sveikatos priežiūros specialistais kuriant ir įgyvendinant pacientų priežiūros planus. Šviesti pacientus ir jų šeimas apie sveikatos sąlygas, prevencinę priežiūrą ir sveikatingumą po gydymo. Dokumentuokite pacientų sąveiką ir atnaujinkite medicininius įrašus laikydamiesi taisyklių.","Brian Lee: registruota slaugytoja, dirbanti 8 metus “HealthFirst” ligoninės kritinės priežiūros skyriuje. Prižiūrėjo pacientų priežiūrą didelės rizikos pacientams, sumažindamas komplikacijas 20%. Apmokyta daugiau nei 30 slaugytojų geriausios priežiūros praktikos srityje. 2022 m. apdovanojimo “Metų slaugytoja” gavėja."
Registered Nurses,ms,"Menyediakan rawatan pesakit langsung, dari pemberian ubat hingga memantau tanda-tanda penting. Bekerjasama dengan doktor dan profesional penjagaan kesihatan lain untuk membangunkan dan melaksanakan rancangan penjagaan pesakit. Mendidik pesakit dan keluarga mereka mengenai keadaan kesihatan, penjagaan pencegahan, dan kesejahteraan selepas rawatan. Dokumentasikan interaksi pesakit dan kemas kini rekod perubatan dengan mematuhi peraturan.","Brian Lee: Jururawat Berdaftar dengan 8 tahun di Unit Penjagaan Kritikal di Hospital HealthFirst. Mengawasi penjagaan pesakit untuk pesakit berisiko tinggi, mengurangkan komplikasi sebanyak 20%. Melatih lebih 30 jururawat dalam amalan penjagaan terbaik. Penerima anugerah 'Jururawat Tahun' pada tahun 2022."
